gender,region,parent_education_level,internet_access_quality,financial_stress_index,num_courses_enrolled,study_hours_per_week,sleep_hours_avg,extracurricular_count,prev_gpa,assignment_submission_rate,midterm_score,target
Female,Urban,High School,Average,6,3,18.83144783754466,7.086251650366433,2,2.5099650983542223,65.97166444501782,57.709498325303855,At-Risk
Female,Urban,Bachelors,Excellent,8,6,19.762442302423146,5.911812261152532,3,2.457838781474275,51.61389544915202,46.86224212357988,At-Risk
Female,Suburban,High School,Poor,4,4,14.57353528477671,7.806429705279384,3,2.7840277297974154,80.7468835622925,72.87916880817076,Pass
Female,Suburban,High School,Excellent,3,6,17.040218715980895,6.923570309841654,0,2.849997114695352,71.03109821653317,59.12622974286004,At-Risk
Male,Suburban,Bachelors,Good,1,4,13.883274209145858,6.267203947450473,2,2.6619007725610504,59.51025875143415,66.07716059758418,At-Risk
Male,Rural,High School,Average,10,6,9.385851229024063,8.631406846921617,2,2.0433771202066864,44.08786250358265,53.62529897913647,At-Risk
Female,Rural,Bachelors,Good,7,6,11.266202742275986,4.225617234337918,1,1.970908529592757,33.95364365791929,47.04999192283752,Fail
Female,Rural,High School,Good,4,3,16.630740803289473,7.813169765258376,0,2.632098425439232,57.8607163514887,63.61552307777334,At-Risk
Female,Suburban,Bachelors,Poor,8,6,14.39335230190816,6.173301298195451,1,2.915736141729231,67.36553579215499,85.30079278968802,Pass
Female,Urban,Bachelors,Excellent,3,5,18.68586506554919,8.225134710885516,3,3.6857554111534485,96.22468905793154,100.0,Pass
Male,Urban,High School,Good,1,3,5.565064631086969,8.584383562097946,3,2.335043789803602,57.3841000485246,51.035771147198254,At-Risk
Female,Urban,Masters,Average,5,4,6.767142171509676,3.5854741944211566,1,2.577791846048739,55.84754525178765,59.68674348139381,At-Risk
Male,Suburban,High School,Average,2,3,7.358875733217739,6.6825664318686675,3,2.51055199493831,50.511427976694904,58.44486043112027,At-Risk
Female,Urban,Bachelors,Good,3,5,15.833265905519374,7.087287441979909,1,3.0231395993185055,73.20864159723521,75.32697777657927,Pass
Male,Rural,Bachelors,Good,6,5,8.109484508304789,3.463246385200341,2,1.9757371624123803,28.8634310134375,48.73756795855706,Fail
Male,Suburban,Bachelors,Good,3,6,16.600645824884676,7.341626240814213,2,3.0637566797507305,73.41529262627388,90.33057824291359,Pass
Male,Suburban,PhD,Good,3,5,18.765049605320726,6.207920638818403,3,2.4001274410714473,71.15872327754866,58.51892954050861,At-Risk
Male,Urban,High School,Good,6,5,22.58124886709692,5.191409025653625,0,2.5544529673125607,61.85781926914305,55.6192004627062,At-Risk
Female,Urban,Bachelors,Excellent,5,5,22.02953775820138,6.024266373866488,2,2.6310742949759147,67.37007359048837,61.072731877845165,At-Risk
Male,Urban,Bachelors,Good,10,5,11.522901728330858,5.765029545320261,3,1.951183403520746,49.16051245639569,51.766626967397116,At-Risk
Male,Urban,Masters,Excellent,9,4,6.651810034908921,6.143714028441531,0,1.6247803324662173,26.76719170381791,38.562511433309524,Fail
Male,Urban,High School,Average,1,4,11.840290008449571,7.277685086428814,3,2.3392334360050633,76.0557352363044,60.989673749586146,At-Risk
Male,Suburban,Bachelors,Average,3,3,19.884178734680866,8.471869795096646,1,2.896406125208559,68.33449896995013,70.45675339224707,Pass
Male,Rural,Bachelors,Average,3,6,13.051549655801377,6.883246075264175,3,2.3815278247372014,59.50470628939266,65.33657838169486,At-Risk
Male,Rural,High School,Good,6,4,14.878397049806354,8.654137105992982,1,2.114800391924874,46.31377835892235,52.16388648451323,At-Risk
Female,Suburban,Bachelors,Excellent,8,5,12.214196277994098,5.43106377416412,2,2.6000282970130333,76.38136109564516,55.26948138047537,At-Risk
Female,Urban,High School,Poor,3,6,22.906013824598425,7.229333899900964,2,2.5413970277536735,48.9481270613854,60.76009218136671,At-Risk
Female,Rural,Bachelors,Poor,3,4,9.927696175903954,10.15991732226411,3,1.7625214767092032,57.086015237494095,61.75428383253849,At-Risk
Male,Rural,Masters,Excellent,6,3,15.333827698656567,4.614152855237565,0,2.326710087285234,55.1247689400333,68.05755016445656,At-Risk
Male,Urban,Bachelors,Average,8,5,20.541192805499563,4.556863406591592,3,2.5461455238803317,58.31833631002735,54.36029456466922,At-Risk
Female,Suburban,Bachelors,Good,6,6,24.207747381976834,8.919957555000233,3,2.9592081628639266,67.70268512023272,88.20734478888588,Pass
Female,Urban,Bachelors,Good,10,4,11.525989492306788,7.33078769790292,2,2.0238386297555246,68.68245149183124,51.69278668084163,At-Risk
Male,Rural,High School,Excellent,3,6,19.804029330691876,6.0977499375103,2,2.6194651248281997,49.438855129140514,61.579558981098586,At-Risk
Male,Rural,High School,Average,4,4,11.838675032384531,5.30548954674175,3,1.8392929547179357,40.63397963630586,43.72966940733293,Fail
Male,Urban,Bachelors,Average,1,3,21.885799342893584,6.9460170957136524,2,2.7950628511797118,56.96889299617768,70.33115023120247,At-Risk
Male,Rural,High School,Good,8,5,23.647335258646372,7.200368635420571,1,2.789068747616506,51.60136434790205,78.39923266646952,At-Risk
Male,Suburban,High School,Excellent,4,3,10.552025507311418,7.20779092915708,3,2.5034977892349914,75.64031418258416,64.10767508349133,At-Risk
Female,Rural,Bachelors,Good,6,5,18.267317544425158,5.290828873711678,2,2.2934281172686166,57.064421889376554,60.00292279990575,At-Risk
Female,Urban,High School,Average,3,5,20.56643263885894,6.4945766160570075,3,1.95947596612784,37.3784534632083,58.67753939509948,Fail
Female,Rural,High School,Good,6,6,13.528663061884533,6.147875580482185,2,1.8928589599755694,55.6123625235338,44.1287532110495,Fail
Female,Urban,Bachelors,Excellent,9,4,17.738572200965784,7.969665837094763,1,2.540780861346467,59.5126815272633,65.93897391125874,At-Risk
Female,Urban,High School,Excellent,9,3,18.000086303216765,5.379325859358897,1,2.6882464144355485,60.74049256177738,70.71716834939706,At-Risk
Female,Urban,Masters,Excellent,10,3,25.04825067894887,7.114041659770591,3,2.2107345431164345,61.02217622974941,56.346191256071165,At-Risk
Female,Rural,Masters,Poor,3,3,5.144991404000445,10.951339626453859,1,2.667320036074299,62.46111377796618,70.67502194795692,At-Risk
Male,Rural,Bachelors,Average,3,6,14.720432489725699,5.276904282011637,1,2.4529671673485027,51.696418867599434,55.794520311122746,At-Risk
Male,Rural,High School,Good,4,6,8.748732990398281,5.879105533142542,2,1.5107653602220388,44.7231572040534,45.60912171165343,Fail
Male,Rural,Bachelors,Excellent,7,6,15.068990388667165,6.859206320351805,3,2.4774321537084516,60.522111942353476,57.50496259321268,At-Risk
Female,Urban,Masters,Average,3,5,11.085709987089544,3.0,2,2.3175521894076603,65.40285526502838,61.576046002045274,At-Risk
Female,Urban,Bachelors,Average,10,3,13.725413903167047,4.859758814320339,2,1.7186297178372398,38.937516960496325,44.64886606645302,Fail
Male,Urban,High School,Good,8,5,10.629263306572375,7.46603882506489,0,1.976356460222199,59.59914268001572,43.91600895847792,At-Risk
Female,Urban,Bachelors,Poor,8,3,15.776837265678386,6.73649481885027,1,2.54879079043682,63.860069178198195,76.69945901374138,At-Risk
Male,Urban,Masters,Average,6,3,20.36947085091748,8.582060736315468,2,2.840022180095379,81.59419756839806,84.73306111928326,Pass
Female,Urban,Bachelors,Good,4,4,13.136326062838902,6.642812742482538,2,2.762439535189927,79.3274926590409,61.69431613116135,At-Risk
Male,Urban,Bachelors,Good,5,3,22.15311102864272,6.510783755205821,2,3.1812535026933224,91.89385502310142,85.925694538123,Pass
Male,Urban,Bachelors,Good,2,6,20.219784040045596,5.945693837257571,1,2.576408845106357,65.09309361491488,63.42991349106096,At-Risk
Female,Urban,Bachelors,Average,6,6,25.170345094784167,6.485732382836483,1,2.907855479200466,76.52358908465878,67.30573633193026,Pass
Male,Urban,High School,Good,3,6,17.056785060287144,5.182618272704781,1,2.3225845801421836,55.75735301219285,61.01269220337296,At-Risk
Male,Rural,Bachelors,Good,6,4,14.691779791843608,6.778801145552819,3,1.8587127645870656,37.490775027121636,53.13814803164594,Fail
Male,Suburban,High School,Good,5,4,7.073814017282237,5.543114779166152,2,2.0306793827180107,70.79995690276945,52.055647824214184,At-Risk
Female,Rural,Bachelors,Good,2,5,11.091564392034766,5.183851868129963,1,2.3614273476974494,51.51463575147089,56.127697924149814,At-Risk
Female,Urban,High School,Average,5,3,13.960485052503797,6.040813843747893,2,2.4724218976551415,70.85922253362605,72.4459345881371,At-Risk
Male,Urban,Bachelors,Poor,5,3,14.55246484419231,7.676729229607934,3,2.4970176145814755,69.6835637087376,73.34862275112377,At-Risk
Female,Suburban,High School,Average,9,6,26.743612011232507,7.21338326133687,0,2.3510823858904137,60.58758933270091,53.31392827038435,At-Risk
Female,Urban,Bachelors,Average,8,6,13.965116092217812,8.001409789831378,3,2.2636950378636063,55.04248992371452,57.31947952141732,At-Risk
Male,Urban,Bachelors,Good,7,6,6.158233553646969,5.615145796495346,1,1.5518485587981994,37.34578966865634,26.1644906143127,Fail
Male,Urban,High School,Excellent,3,6,18.322851783889398,6.980205801427371,1,2.271157850747889,50.20815189179237,63.46168256717148,At-Risk
Male,Urban,High School,Good,10,6,18.03249120134662,9.552688152307843,3,2.0434602040905245,52.0309232974355,61.70650613704906,At-Risk
Male,Urban,High School,Good,4,6,12.705351477800608,9.096272097861188,2,2.7090535119949446,55.91247386586815,70.84269325851062,At-Risk
Female,Urban,Masters,Average,6,3,25.638352288763087,5.088044671216777,1,3.1267611611163706,85.64155459166587,69.8859252887452,Pass
Male,Suburban,Bachelors,Good,3,4,5.516894726285374,5.487394110742747,1,2.924369461958982,70.82385673565751,86.03160992208302,Pass
Female,Urban,Bachelors,Average,9,6,21.247285497939323,9.546205583921672,3,2.8166298220273966,60.79553513853042,86.6590758873302,Pass
Female,Urban,High School,Average,8,3,13.544516479609857,7.677325639378859,2,2.0826421286779766,39.3016398639907,48.611044844478705,Fail
Male,Rural,Bachelors,Poor,6,6,10.247911108603546,6.713904870393971,3,2.067634257168178,50.37184860142579,55.25454382189423,At-Risk
Female,Urban,Masters,Good,4,5,27.0019913896871,6.5463824956659,3,3.0345725862914836,74.89314466262282,82.39770358064783,Pass
Male,Urban,Masters,Excellent,7,5,18.683483651456406,7.341189667908622,2,2.466997751460239,56.49430208011528,67.973964664189,At-Risk
Non-binary,Rural,Bachelors,Average,3,3,13.507806584009776,7.359990257690022,2,2.459185722010394,66.5036839530981,61.8651986861727,At-Risk
Female,Urban,High School,Poor,10,4,13.406181555668738,6.200258306402214,0,2.1190824715328422,56.46148649888516,67.36005362448921,At-Risk
Female,Urban,High School,Good,8,5,16.37709417685107,6.755199238377914,3,2.2708332658824126,57.33856495486827,44.248467379811444,At-Risk
Female,Urban,High School,Average,1,5,12.690182420408178,6.1476687449303755,2,2.393747976848685,50.58408641607028,47.4237736620353,At-Risk
Male,Urban,High School,Excellent,3,4,21.49804262304402,7.253110764512925,1,2.947959987179559,66.29885918779603,73.57352168212114,Pass
Female,Suburban,High School,Good,5,5,15.43842696531289,5.893648643556479,0,2.2083872177454182,41.243778192356935,69.15818290158681,At-Risk
Female,Rural,High School,Excellent,5,6,20.087822258485314,5.098380139577234,3,2.094778222284547,50.455753338571924,61.64700119185001,At-Risk
Female,Urban,High School,Good,10,4,16.039631724983337,9.21306364556542,2,2.4278886608758574,66.30463459207826,48.750597674591866,At-Risk
Female,Suburban,Masters,Good,2,5,19.349174995871692,6.8956366018504545,0,3.2163561683074087,68.298218839941,100.0,Pass
Female,Suburban,Bachelors,Good,10,4,21.727548758732375,9.54558198958598,0,2.9885570009912708,69.1023295365988,79.14867139833854,Pass
Male,Urban,Masters,Good,8,6,23.404649161328493,4.101575918224934,1,2.570697444490807,63.73845356853186,55.049680080886795,At-Risk
Male,Suburban,Bachelors,Good,5,5,17.454733438101353,4.825790446294773,0,2.2263228462692455,61.25050807291548,54.921101028054686,At-Risk
Female,Urban,High School,Average,7,3,10.667264571794645,7.700192161384203,3,2.0840165723511905,37.33142520450198,59.837575842738616,At-Risk
Male,Urban,Bachelors,Good,7,5,14.137088662357778,6.896901109619714,2,2.4895633266465027,84.43806484339767,72.25888613401801,Pass
Female,Urban,High School,Good,5,5,14.8693106536102,5.2634649054186875,0,1.9926431794647321,57.34211472568056,49.28827011143967,At-Risk
Female,Urban,Bachelors,Excellent,8,6,12.133955809606967,8.704743035935472,0,2.325292151950466,52.14176199584011,62.30961970569937,At-Risk
Male,Urban,High School,Good,9,3,11.299228884982242,5.695160006153692,3,2.373149130475224,48.62526455707768,58.3304735103831,At-Risk
Male,Rural,PhD,Good,4,3,15.87250284605205,8.797826054668121,1,2.5060387160249564,65.48760191716998,62.124159683414305,At-Risk
Female,Urban,High School,Average,4,3,10.083461809461344,6.894347755633859,1,2.1032173637134175,57.29992739751023,58.37873791944783,At-Risk
Male,Urban,High School,Good,8,6,9.112997546637036,5.395104151606166,2,1.9751850871543795,39.476954327494816,60.90534396104181,At-Risk
Female,Urban,Masters,Good,1,6,6.527820842708222,5.996892221996292,3,2.469787825720418,50.6034631864737,52.644991084697416,At-Risk
Male,Suburban,High School,Excellent,4,6,17.401683474177077,9.05822954186613,1,2.5179840966980573,54.01513549573964,61.08730285651671,At-Risk
Female,Suburban,Bachelors,Excellent,6,6,16.706239890739884,6.553379447432413,2,2.8312554234290785,71.42652486134307,65.96589148821464,At-Risk
Male,Suburban,Bachelors,Poor,4,6,13.376622483800828,8.45851130700948,2,2.1055407341233376,53.410383461241324,44.57448208180411,Fail
Female,Suburban,Masters,Excellent,6,3,19.971156378843258,9.100660127197488,1,2.9696408601043585,95.88432999461135,65.7686848371227,Pass
Male,Rural,PhD,Poor,5,4,10.005953213389738,6.87936512521602,3,1.9399192574662854,26.84863568446829,48.69758929025827,Fail
Female,Urban,PhD,Average,9,6,16.904370536609456,6.665210570610695,0,2.775342354647625,62.66655911190584,60.80307909823644,At-Risk
Male,Suburban,High School,Good,10,4,15.270816802177398,6.392547793629877,1,1.756619122374376,38.62385091304946,35.06375419033991,Fail
Female,Rural,Masters,Average,9,5,11.296598306636138,7.528146436482787,0,2.2688680324492974,61.586363441944385,55.286881662417414,At-Risk
Female,Rural,Bachelors,Good,4,5,12.537287851017478,9.258895036000098,0,2.1191552076091944,58.2455887535901,45.14329925403208,At-Risk
Male,Rural,Bachelors,Poor,4,6,12.152520099727786,5.15944540104051,3,2.267292168935548,54.68636486927782,60.75105872792239,At-Risk
Male,Urban,High School,Average,8,5,16.26376984530723,7.32872853948112,3,2.175755097249415,69.5025815085758,50.56071091917737,At-Risk
Male,Urban,Bachelors,Good,10,4,17.967144368277765,7.263819140287407,2,2.814589964283607,59.20335217884888,60.80862879587715,At-Risk
Female,Urban,PhD,Good,4,5,12.868030842427029,4.293719335454563,3,2.404132070209586,53.14406248432854,78.70906494478132,At-Risk
Female,Suburban,Masters,Excellent,2,5,11.439477379411805,5.668801402029682,2,2.3482624707321147,45.55149608536785,41.64449705602954,Fail
Female,Urban,Bachelors,Good,2,4,15.686110642633784,5.976188339968551,1,3.1569669200397286,77.45812742089575,85.77461019744666,Pass
Male,Urban,High School,Good,1,5,6.741244162457727,8.146044299200357,0,2.2581706990717354,53.137158422872915,59.22307663637781,At-Risk
Male,Rural,High School,Average,5,6,15.171787332211357,8.408426366801232,3,2.325827735170933,66.00806841061771,54.26773233383244,At-Risk
Female,Urban,Masters,Poor,6,4,22.808877422608433,4.1869324001226635,1,3.0115017308004304,93.82251800951951,68.02582906851086,Pass
Female,Rural,Bachelors,Average,9,4,11.480183648935096,7.95880312443275,2,1.7482758408574468,58.61240333935088,57.53425335131367,At-Risk
Non-binary,Urban,Bachelors,Good,5,3,14.115724199625255,7.76489197723056,3,2.7294607086990212,56.00814306391487,85.22767543271647,Pass
Male,Urban,High School,Good,6,3,20.122808746512227,7.8675800147058625,0,2.7495766067006238,69.27301381277235,66.39693333246318,At-Risk
Female,Urban,Bachelors,Good,6,4,18.773366705375743,7.229118946446481,1,2.2409711930256035,63.76808460473607,52.51839544135148,At-Risk
Male,Suburban,Bachelors,Good,3,4,15.309195408624253,8.425659767694098,3,2.872081773814738,78.48657444235712,80.83201359292585,Pass
Male,Urban,Masters,Good,4,3,14.70735736968279,8.757281043179074,3,2.610239694222056,88.40017194709293,63.28797234029053,Pass
Female,Urban,Bachelors,Poor,1,6,8.822212123159183,4.549201504159386,1,2.956438065171194,71.71272930947056,78.57858863370731,Pass
Female,Rural,High School,Average,4,5,17.455764104489,6.926913545091623,2,2.503048406286288,63.357133430929636,67.04033116222435,At-Risk
Non-binary,Urban,Bachelors,Excellent,1,5,8.283124937942983,6.6182668811001735,2,2.668101325992762,89.11092589288359,67.00113128091529,Pass
Male,Suburban,High School,Good,5,5,4.674075639394049,6.14087934538694,3,1.3687493397396766,38.41790230915079,35.539524978055375,Fail
Male,Suburban,PhD,Excellent,8,4,20.040515347249674,6.318237928968588,2,2.7482750402490823,62.735913467293194,71.66362653026532,At-Risk
Female,Urban,High School,Average,8,6,16.934931491965553,7.280175439506097,2,2.1101083728371126,43.00478605043216,44.04403894514521,Fail
Female,Suburban,Bachelors,Excellent,5,3,19.39867847528932,5.055086862687442,1,2.950137603722908,75.8441862688417,68.31558264620767,Pass
Male,Urban,High School,Average,10,6,11.317451730326713,8.0059330901272,2,2.0100097780368884,60.91629134062181,52.0563345400769,At-Risk
Male,Suburban,Bachelors,Poor,2,6,17.331819830877993,6.446316893741738,2,2.6628139988911026,77.10797647317574,62.93611600657259,At-Risk
Male,Urban,Bachelors,Excellent,6,5,12.804660506835603,8.311970019383725,1,2.3955214799685094,51.16654460382031,82.10685788654729,At-Risk
Female,Suburban,Bachelors,Average,1,3,13.363786735191255,6.070103244947271,3,2.5929970127496538,65.8577081791508,65.88555331480597,At-Risk
Male,Urban,High School,Good,7,6,19.868770620947842,5.988829583528242,3,2.040445167071707,46.50267519327051,37.105568856404346,Fail
Male,Suburban,High School,Average,4,3,14.251043533993021,5.581804980741479,1,2.002183931364259,48.5752322880687,27.54304373956259,Fail
Male,Urban,High School,Good,5,4,11.51807103953592,6.07846808607174,0,2.134552062134999,62.41950550939308,59.932282638489255,At-Risk
Male,Urban,Bachelors,Excellent,6,5,8.172407889442246,5.797855186827542,1,2.714583598720476,67.36542585778933,68.99469461829574,At-Risk
Male,Urban,High School,Average,1,3,16.80344687930232,7.652120783641982,0,2.9133065839621977,79.3573900534486,84.35810883199856,Pass
Female,Urban,Bachelors,Good,9,4,20.297380837134213,8.570660979527322,2,2.909464093686056,79.56087736676508,67.58460679941564,Pass
Male,Rural,Masters,Average,10,4,11.084358049749898,7.581802134525275,3,2.2907402799744383,51.15879909036574,56.30379643985767,At-Risk
Female,Urban,Masters,Good,4,4,18.4448946735462,6.883866452549129,0,2.8628459934132104,83.86048809550034,73.80485677072959,Pass
Male,Rural,Bachelors,Average,8,6,10.286106756332618,7.730331166166543,0,1.8708233059129753,35.81821844182241,45.5300988358241,Fail
Female,Rural,Bachelors,Average,5,6,18.746511516479927,6.945370564886575,2,2.3190894892738045,45.343196120644215,56.07530277236299,At-Risk
Female,Suburban,High School,Average,8,5,15.164572323307281,7.042860017437719,3,2.0144023145136205,45.58494848479037,56.164847873930135,At-Risk
Female,Urban,Bachelors,Average,1,5,16.3391808628159,6.540041592601338,2,3.078523446444958,67.21224542913889,70.29284988390361,Pass
Female,Urban,Masters,Excellent,8,4,11.512948258438614,8.25488689467932,3,2.094815857574967,58.42343736718355,56.655843027671416,At-Risk
Male,Suburban,High School,Average,4,5,16.78775431743425,3.151102648979919,3,2.987939825232091,100.0,89.32656157491516,Pass
Male,Urban,Bachelors,Average,2,6,12.01156379332679,3.8007279502032647,2,2.2379247970862366,67.22877250104861,69.1892249975539,At-Risk
Female,Urban,Masters,Good,6,5,12.931632539325292,8.540836653631771,0,2.9076757817382513,64.52200907003751,58.24487857747518,At-Risk
Non-binary,Suburban,Masters,Average,2,3,7.411861767260781,6.705209298917945,1,2.8258187361837495,60.66539659427918,66.72721779165548,At-Risk
Female,Rural,High School,Good,5,6,11.139239195741,8.375850767796523,3,2.204021406783296,64.87523175653418,57.42510945831957,At-Risk
Female,Suburban,Bachelors,Excellent,2,4,12.372523485377332,6.08788203167178,3,3.1038030078908134,65.75772717857275,87.81823439061542,Pass
Female,Urban,High School,Good,3,4,16.564047563193693,9.511366199324577,1,2.6085882360077983,55.36667789451413,66.89388977151978,At-Risk
Male,Suburban,High School,Excellent,6,5,17.978278877889373,6.795222016960577,1,2.495799940693345,66.08568548118936,72.63315974750594,At-Risk
Male,Urban,Masters,Good,1,6,11.960341117889541,7.674087320590139,2,2.7855943886250203,64.22097666160782,64.28481786119326,At-Risk
Female,Urban,Masters,Average,6,4,14.177777308855326,6.329280628176578,3,2.6724227860224055,68.00389739506298,69.44894463775745,At-Risk
Female,Rural,Bachelors,Good,3,4,23.431926322305504,5.654302469266405,2,2.118603169993449,49.65975064895948,55.80480129846689,At-Risk
Male,Urban,High School,Good,7,6,15.655542815424177,4.3886071298943845,1,2.1881005285799136,54.42375974739145,65.20926229731062,At-Risk
Female,Urban,Masters,Good,2,6,12.315537777980488,8.178556084395039,2,2.9600766514037886,82.74607776492205,81.27036271436393,Pass
Male,Urban,Bachelors,Excellent,6,4,6.60175619905354,7.593126363151363,3,2.1523713943489056,60.024483487651466,59.32929637408427,At-Risk
Female,Rural,High School,Good,8,5,10.730387433153867,7.140538869916777,0,2.3877849294248685,68.86463872837054,66.48926189868027,At-Risk
Male,Suburban,Bachelors,Excellent,1,5,10.535651909614204,5.29207624932801,0,2.6039994887492264,71.49270192259159,55.423180494006004,At-Risk
Male,Suburban,High School,Good,9,5,24.889368602001895,9.123199000126727,3,2.817841126544688,77.53031516861459,69.07433424242919,Pass
Female,Suburban,Bachelors,Good,5,3,10.757712388535047,7.1588088903118745,2,2.9169968249565867,72.90315072738598,64.8856615336737,At-Risk
Male,Urban,Bachelors,Good,5,6,15.25521464169123,8.054333245203736,1,2.6964976487900434,52.86763762687708,62.18748121183577,At-Risk
Female,Urban,High School,Average,5,4,16.853787794394375,6.9955192446927414,1,2.9338939694242114,72.27370389561428,71.95739299178747,Pass
Female,Urban,High School,Excellent,6,3,20.532624625094577,5.365867679202584,0,2.6684950945904053,69.87164654862643,48.661200103475494,At-Risk
Female,Urban,High School,Good,2,5,15.040121209296336,8.488654541777686,2,2.7932227172585886,70.57277741275277,68.72912641244473,At-Risk
Male,Urban,High School,Poor,6,3,12.448427461996506,7.676152666782832,1,2.01990737532583,54.696731919255036,44.23513827457303,Fail
Male,Rural,Bachelors,Average,4,4,12.11731724210058,6.727885039114671,1,2.566666000719561,84.77641497958012,55.7178128240045,At-Risk
Male,Urban,Masters,Good,8,4,16.781899963399116,7.650505798567178,3,2.3661751167259397,54.139213285618375,59.92123296054409,At-Risk
Non-binary,Urban,High School,Poor,9,6,11.57830271230089,8.226315313378237,2,2.0710342103660007,47.72730385799167,48.66598308493391,Fail
Female,Urban,High School,Poor,9,5,9.479094286306175,7.990309085469357,2,2.416155115165177,72.49073691073215,63.135891796531936,At-Risk
Female,Urban,Bachelors,Good,8,5,12.447478390848005,4.433010672386225,1,2.141466835749082,54.78237570396975,48.346091085038864,At-Risk
Female,Rural,Masters,Average,3,3,8.377578293986717,4.764697322827702,2,2.1670250850247887,58.722105941277,52.77082913666519,At-Risk
Female,Urban,High School,Good,10,5,24.253082922602992,8.099273694508009,2,2.5307986331126946,57.3517972035292,82.93944082251026,At-Risk
Female,Urban,High School,Average,4,3,17.982763550356886,5.955819829692958,2,2.51681313252598,55.595756482846525,67.90513783962821,At-Risk
Male,Suburban,Bachelors,Average,1,4,23.10421921707284,5.427081102338232,3,2.997698634328833,62.87175116263034,68.17388815186825,At-Risk
Female,Urban,High School,Good,9,4,17.427180183702443,7.558156344619075,1,2.0075895173818976,51.91364228152368,60.105195428133705,At-Risk
Male,Urban,High School,Good,5,4,22.62296515021282,5.3815841392885835,0,2.786136815607362,59.867495004860444,82.04068689426845,Pass
Female,Urban,Bachelors,Average,6,4,16.83732332027958,6.281288180756361,2,2.7833565057478773,58.570187666650966,74.37336621692637,At-Risk
Female,Suburban,Bachelors,Average,3,4,18.63090660497668,8.278404774278044,1,2.718996306088534,74.5853733440611,61.719256094184345,At-Risk
Female,Rural,Bachelors,Good,10,3,4.33140486729409,4.728787272152761,0,1.4267738821405622,29.321959769810512,43.9331897955492,Fail
Male,Suburban,Bachelors,Poor,8,4,10.428352015119053,4.947604360456517,3,2.47111075341793,49.77536942863623,57.15927084046304,At-Risk
Male,Urban,Bachelors,Average,7,3,15.184638876279857,4.583505351926813,1,2.331267028018988,45.248038857035304,69.08845106368027,At-Risk
Male,Rural,High School,Poor,1,4,15.305938823949445,5.708252753973095,3,2.289595715212364,66.35712173682371,55.31254263081015,At-Risk
Male,Urban,High School,Excellent,10,3,14.618094906635822,7.124072858589567,1,1.8805357559309872,45.94838606386771,44.777273585529045,Fail
Male,Urban,High School,Good,5,3,17.264976385453515,6.07181810311764,3,2.431387221900672,56.791376878850436,64.97713936708583,At-Risk
Female,Urban,High School,Good,10,3,17.471014689649902,9.255023596488641,1,2.077935430407236,53.66300424711035,63.23051248792697,At-Risk
Female,Urban,Bachelors,Good,9,5,19.325579085439198,7.682964628072775,3,2.4133400148620354,61.09623592462159,79.27924737468612,At-Risk
Male,Suburban,Masters,Good,6,3,18.34496760552069,6.971772922161739,0,2.449172574128392,55.93596608395203,61.445431359355396,At-Risk
Male,Suburban,PhD,Good,8,3,21.020436997887472,8.901113425266532,1,3.01813120117324,72.11645356025788,72.1758938315741,Pass
Male,Rural,Bachelors,Good,10,4,21.061168087132387,5.0037894882323055,0,1.7994088069741745,52.292516995175234,38.41985388671113,Fail
Female,Suburban,High School,Poor,1,3,15.873322244376823,8.29985728567375,2,2.771081474406054,77.52476893488469,57.42204064557815,At-Risk
Female,Suburban,High School,Good,10,3,25.40824394282153,6.64561204506248,0,2.4627723183877093,53.187416605430855,53.521013771073044,At-Risk
Female,Urban,Masters,Good,7,6,21.796652674608072,6.317016034048979,1,3.1494622246579507,91.53329516637153,80.62167280512578,Pass
Female,Urban,Bachelors,Good,3,5,10.965245477672319,7.91660688125025,0,2.8248963208387528,90.7129819189713,79.0596199610711,Pass
Non-binary,Suburban,Bachelors,Average,9,6,16.963016655286467,6.381237128694447,1,2.0800081693537598,49.08670369383218,44.770281564666355,Fail
Female,Urban,Bachelors,Average,6,4,5.786909290421924,7.2728553050313725,3,2.0518878941387224,48.143990022001944,57.594251629097826,At-Risk
Male,Rural,Bachelors,Good,5,5,6.629008591588258,6.850133714543395,2,1.9798361383816683,40.51364015705505,42.60068752574459,Fail
Female,Urban,Masters,Good,8,5,12.502528348321196,7.45967766014377,0,2.2114468796718514,48.6002921654793,49.363443286865106,At-Risk
Male,Urban,High School,Excellent,8,6,10.62277535668127,6.239379355693249,2,2.3308102154823427,61.50497300446975,49.713867847305885,At-Risk
Female,Urban,Bachelors,Average,3,5,12.53328524962872,8.390143539877245,0,2.7205700883881976,91.18379117550052,78.66897349149731,Pass
Male,Urban,Masters,Good,2,6,16.642469311982918,3.9337316453569757,1,2.6299942995087506,73.03325467209332,78.60109221953203,Pass
Female,Urban,High School,Good,2,3,21.12645152924865,7.9613388327316335,0,3.118233594225696,74.63445455571738,72.12293666188101,Pass
Female,Suburban,Bachelors,Excellent,5,6,20.858759682365537,4.163140386284918,2,2.3524601545103714,54.56423179891874,52.33837697228421,At-Risk
Female,Urban,High School,Good,10,5,17.06596868483986,5.869827712016436,0,2.104896177750011,45.98383509083012,57.602975016886745,At-Risk
Female,Suburban,PhD,Good,7,5,9.564402904689391,7.783538582936428,2,2.4073789659150138,70.78345073321927,74.00872372417447,At-Risk
Male,Urban,High School,Good,8,4,12.2130593935012,3.979495643447061,2,1.9814076866265853,47.10285698160105,62.44654496383178,At-Risk
